name,industry,type,founded,num_employees,revenue,operating_income,net_income,stock price,student_careers_url,pagerank
Sun Microsystems,Information technology,Public,-1,38600,-1,-1,-1,-1.00,,-1.0
SunGard Data Systems,Information Technology,Private,-1,13000,4991000000,-1,-1,-1.00,,-1.0
Sunquest Information Systems Inc.,"Computer services,Healthcare Solutions",Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
"Support.com, Inc.","Tertiary sector of the economy,Services,Tech Support,Help Desk,Online tech support",Public,-1,-1,-1,-1,-1,2.15,,-1.0
"Swappa, LLC",E-commerce,Private,2010,-1,-1,-1,-1,-1.00,,-1.0
Swiftype,"Software,Information Technology,Search Engines",Private,-1,40,-1,-1,-1,-1.00,,-1.0
"Symphonic Source, Inc.",Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Symyx Technologies,Life Sciences; Chemical and Energy and Performance; Materials and Consumer Products,,-1,400,-1,-1,-1,-1.00,,-1.0
Synacor Inc.,Technology,Public,1998,449,127400000,9200000,10700000,1.26,,5.6
Precisely,Data Management,Private,-1,2000,-1,-1,-1,-1.00,,-1.0
Synergy Sports Technology,Sports Technology,,-1,-1,-1,-1,-1,-1.00,,-1.0
Winternals Software LP,,,-1,-1,-1,-1,-1,-1.00,,-1.0
"TAL Technologies, Inc.","Software,Information Technology",Privately owned,1985,-1,-1,-1,-1,-1.00,,-1.0
TEOCO Corp.,Telecommunications,Privately held company,-1,-1,-1,-1,-1,-1.00,,-1.0
TIAX,,,-1,-1,-1,-1,-1,-1.00,,-1.0
TIBCO Software Inc.,Software,Private,-1,4200,1000000000,-1,-1,-1.00,,-1.0
TOA Technologies,Software,Private,-1,550,41000000,-1,-1,-1.00,,-1.0
TZ Limited,"Engineering,Design,Investment",Public,-1,-1,15860000,-1,10800000,5.87,,-1.0
"Tableau Software, Inc.",Software,Subsidiary,-1,4181,1200000000,-1,-1,-1.00,,-1.0
Tacit Software,computer software,Private,-1,30,-1,-1,-1,-1.00,,-1.0
Tactician Corporation,"Computer Software,Geographic information system,Geographic Information Systems",Private,1988,-1,-1,-1,-1,-1.00,,3.91
Talarian,,,-1,-1,-1,-1,-1,-1.00,,-1.0
Taleo Corporation,Software,Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
Rakuten OverDrive,eBooks Library Services School Services Software and App Development Digital Content Management Publishing,Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
"Talkdesk, Inc.",Software as a service,,2011,929,-1,-1,-1,-1.00,,5.74
Talygen Inc.,"Information Technology,Internet",Software developer,-1,50,-1,-1,-1,-1.00,,-1.0
"Tarantella, Inc.",Computer software,Private,2001,-1,-1,-1,-1,-1.00,,-1.0
Tavant,Computer software,Private Limited Company,-1,2500,-1,-1,-1,-1.00,,-1.0
Tealium,Marketing technology,,-1,-1,-1,-1,-1,-1.00,,6.02
TeamQuest Corporation,Information technology management,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Tech Data Corporation,"Distribution,Technology,Electronics,Computer hardware,Computer software,Information technology consulting,IT consulting,Retail",Private,-1,14000,36775000000,410000000,116000000,-1.00,https://www.techdata.com/careers.html,5.51
TechChange,,,-1,-1,-1,-1,-1,-1.00,,-1.0
TechSmith Corporation,Computer software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Technical Systems Consultants (TSC),Computer software,,-1,-1,-1,-1,-1,-1.00,,-1.0
Tek-Tools Software,"IT Infrastructure Management,Software,Solutions",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Telenav,Location-based service,Public,-1,583,-1,-1,-1,4.73,,-1.0
"TeleType Co, Inc.",Technology,,-1,-1,-1,-1,-1,-1.00,,-1.0
TeleVideo Corporation,Computer hardware,Corporation,1975,-1,-1,-1,-1,-1.00,,-1.0
Telerik,Software Development,Subsidiary,2002,-1,-1,-1,-1,-1.00,,-1.0
Teletrac,Global Positioning System,Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
Teliris Inc.,Telepresence and videoconferencing products and services,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"Telligent, A Verint Company","Social Networking,Computer software,Social software,Collaboration software,Enterprise Software",Private,-1,100,-1,-1,-1,-1.00,,-1.0
Telmar Group Inc.,Media,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Telogis,Software as a service,Subsidiary,-1,500,-1,-1,-1,-1.00,,-1.0
TenAsys Corporation,Embedded and Real-time Software,Private,2000,-1,-1,-1,-1,-1.00,,-1.0
"Tenable, Inc.",Cybersecurity,,2002,-1,-1,-1,-1,-1.00,,6.02
Tera Computer,,Manufacturing,-1,-1,-1,-1,-1,-1.00,,-1.0
Teradata Corporation,Data warehousing,Public,-1,8535,2164000000,43000000,30000000,19.91,,-1.0
Teragram Corporation,software company,,1997,-1,-1,-1,-1,-1.00,,-1.0
"Terracotta, Inc.","software,Computer Software",,-1,0,-1,-1,-1,-1.00,,5.47
Tervela,,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
TESCRA Inc.,IT consulting and software services,Private,-1,750,30000000,-1,-1,-1.00,,-1.0
"The Attachmate Group, Inc.","Software,Computer software",Private,-1,4000,1200000000,-1,-1,-1.00,,-1.0
The College Fair,Technology,,-1,-1,-1,-1,-1,-1.00,,-1.0
The Echo Nest Ltd.,"Music industry,Music",Subsidiary,-1,65,-1,-1,-1,-1.00,,-1.0
The Hive Group,software,privately held,2000,-1,-1,-1,-1,-1.00,,-1.0
The NOCO Company,Consumer electronics,Private,-1,500,53670000,-1,-1,-1.00,,-1.0
The Omni Group,Computer software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
TheBrain Technologies,"Software,Computer software",Private,1998,-1,-1,-1,-1,-1.00,,5.58
Atego,,,1996,-1,-1,-1,-1,-1.00,,-1.0
"ThoughtSpot, Inc.","Analytics,Business intelligence",Private,2012,580,-1,-1,-1,-1.00,,5.72
"ThoughtWorks, Inc.",Software industry,Private,-1,7000,-1,-1,-1,-1.00,,-1.0
Thryv,"Software,Marketing",Public,-1,2400,-1,-1,-1,-1.00,,-1.0
Thunderstone Software LLC,Information Technology,Private company,-1,-1,-1,-1,-1,-1.00,,-1.0
TicketsNow,Online ticketing,Subsidiary,1999,-1,-1,-1,-1,-1.00,,-1.0
Timesys Corporation,Embedded Software,Privately held company,-1,50,-1,-1,-1,-1.00,,-1.0
TippingPoint,"Telecommunications,Telecommunications hardware",,-1,700,-1,-1,-1,-1.00,,-1.0
Tivoli Software,,,-1,-1,-1,-1,-1,-1.00,,8.11
"Toast, Inc.",Point of sale,,2012,2000,-1,-1,-1,-1.00,,5.71
"TokenEx, LLC",Data security,Private,2010,30,-1,-1,-1,-1.00,,5.02
Tom Sawyer Software,"Computer software,Computer Software",,-1,-1,-1,-1,-1,-1.00,,-1.0
Tomofun,Consumer electronics,Privately held,-1,-1,-1,-1,-1,-1.00,,-1.0
Toonimo,Software,,-1,-1,-1,-1,-1,-1.00,,-1.0
TopTenWholesale,Business-to-Business Trade Platform,,-1,-1,-1,-1,-1,-1.00,,-1.0
TownNews.com,Online publishing,,1989,-1,-1,-1,-1,-1.00,,5.13
TrackingPoint,Applied technology,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Traction Software,Software & Programming,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
TransLattice,"Relational Database Management System,RDBMS",,-1,20,-1,-1,-1,-1.00,,-1.0
Transzap.,Internet Software & Services,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
TriTech Software Systems,Software,Corporation,-1,550,-1,-1,-1,-1.00,,-1.0
Tricentis,"Software,information technology",,-1,-1,-1,-1,-1,-1.00,,-1.0
Trilogy,"Service,Business Services",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Tripadvisor Inc.,"Travel,services",,-1,4194,1560000000,-1,126000000,-1.00,,7.46
Tripp Lite,Computer hardware,Private,-1,450,-1,-1,-1,-1.00,,-1.0
"Tripwire, Inc.",,Subsidiary,-1,0,86200000,-1,4000000,-1.00,,-1.0
Trumpia,"Small business,Enterprise Software,Mobile Marketing",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Truviso Corporation,"Software industry,Software",,2006,-1,-1,-1,-1,-1.00,,-1.0
TubeMogul Inc.,Marketing and Advertising,Subsidiary,-1,577,180700000,-1,-1,-1.00,,-1.0
Tufin,Network Security,Public,-1,400,-1,-1,-1,6.78,,-1.0
Tumblr,"Microblogging,social networking service",,-1,411,-1,-1,-1,-1.00,,-1.0
Turbo,Computer Software,Private,-1,25,-1,-1,-1,-1.00,,-1.0
Turbonomic,"Virtualization,information technology",Private,-1,553,-1,-1,-1,-1.00,,-1.0
Twist and Shout,,single,-1,-1,-1,-1,-1,-1.00,,-1.0
Twitch,,Live streaming,-1,-1,-1,-1,-1,-1.00,,-1.0
"Twocanoes Software, LLC",Computer Software,Private,-1,5,-1,-1,-1,-1.00,,-1.0
"Tyler Technologies, Inc.",Software,Public,-1,5368,1086000000,156000000,146000000,409.90,,5.82
Ultimate Kronos Group,"Cloud computing,Workforce management,Human resource management system,Human capital management",Private,2020,12000,-1,-1,-1,-1.00,,4.52
UNICOM Global,IT and software,,-1,-1,-1,-1,-1,-1.00,,-1.0
"UNICOM Government, Inc.(formerly GTSI Corp.)",,,-1,-1,-1,-1,-1,-1.00,,4.05
US Fleet Tracking,,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
USA Technologies Inc.,"Point of sale,software",Public,-1,-1,-1,-1,-1,7.05,,4.84
UST Global,IT Services,Private,-1,25000,-1,-1,-1,-1.00,,-1.0
UiPath Inc.,"Robotic Process Automation,Artificial Intelligence",Private company,2005,2800,-1,-1,-1,-1.00,,-1.0
"Ultimate Software Group, Inc.","SaaS,Human Capital Management,Software",Private,1990,5144,940100000,-1,-1,-1.00,,5.5
UniKey Technologies,"Technology,Access control,Home security,Software",Private,-1,40,-1,-1,-1,-1.00,,-1.0
"Websoft, Inc.",Internet,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"United First Financial, LLC",Financial Services,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Unitrends Corporation,Information technology,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Univa Grid Engine Software,,,-1,-1,-1,-1,-1,-1.00,,5.58
"Universal Audio, Inc.",Pro Audio,Privately held company,1999,-1,-1,-1,-1,-1.00,,-1.0
Universal Display Corporation,Display Lighting Technology Computer Hardware,Public,-1,-1,-1,-1,-1,212.12,,4.79
Universal Robots,Automation,,-1,680,248000000,-1,-1,-1.00,,-1.0
Untappd Inc.,,,-1,125,-1,-1,-1,-1.00,,-1.0
Up4Sale,Online auction,Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
Usatine Media LLC,Medical Mobile Apps,,-1,-1,-1,-1,-1,-1.00,,5.73
UserLand Software,Internet software,Private,-1,10,-1,-1,-1,-1.00,,-1.0
UserVoice,"Software,Help Desk,Customer Support",Private,-1,-1,-1,-1,-1,-1.00,,5.75
Atalla,"Computer software,Enterprise software,Encryption,Cryptography,Hardware security module,s,Internet security",Privately owned,1973,-1,-1,-1,-1,-1.00,,5.17
"VCE Company, LLC",cloud platforms,Division,-1,-1,-1,-1,-1,-1.00,,-1.0
VIA3 Corporation,"Telecommunication,s software and services",Private Corporation,-1,-1,-1,-1,-1,-1.00,,-1.0
VMware Inc.,"Software industry,Computer software",Public,1998,31000,8970000000,2049999999,2420000000,140.74,https://careers.vmware.com/,6.75
"VSee Lab, Inc",,,-1,-1,-1,-1,-1,-1.00,,-1.0
VTLS Inc.,Software,Private,1985,-1,-1,-1,-1,-1.00,,-1.0
"Valence Technology, Inc","Electric bus,es,Energy storage,uninterruptible power supply,Marine propulsion,Marine",Private,-1,433,45880000,36440000,9400000,-1.00,,-1.0
Veeam Software Group GmbH,Software industry,Privately held company,-1,4300,-1,-1,-1,-1.00,,-1.0
Veeva Systems Inc.,Software,Public,-1,-1,-1,-1,-1,297.17,https://www.veeva.com/meet-veeva/careers/,-1.0
Velaro,,,-1,-1,-1,-1,-1,-1.00,,5.01
"Velocify, Inc.",Software as a service,,-1,150,-1,-1,-1,-1.00,,-1.0
"Venafi, Inc","Computer security,Internet security",Private company,-1,-1,-1,-1,-1,-1.00,,-1.0
"Venda, Inc.",,Subsidiary of ,-1,-1,-1,-1,-1,-1.00,,-1.0
Venmo,,,-1,-1,-1,-1,-1,-1.00,,6.45
"Veracode, Inc.",Computer software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"Veramark Technologies, Inc.","Software and managed services for,Telecom Expense Management",Public,-1,0,13165000,561000,611000,57.34,,-1.0
"Verdant Power, Inc.",Tidal Power Systems,,-1,20,-1,-1,-1,-1.00,,-1.0
Verdigris Technologies,Energy management,,2011,-1,-1,-1,-1,-1.00,,-1.0
VeriShip,Shipping technology,Privately held company,2007,125,-1,-1,-1,-1.00,,5.07
"Veriato, Inc.",Software,Private Company,-1,-1,-1,-1,-1,-1.00,,-1.0
Verint Systems Inc.,"Software,Business Intelligence,Speech Analytics,Video Analytics,Business consulting,IT consulting",Public,-1,3900,1135000000,-1,-1,53.56,,-1.0
Veritas Technologies LLC,Information Management,Private,-1,7000,-1,-1,-1,-1.00,,-1.0
Verivo Software Inc.,Computer software IT services IT consulting Enterprise Mobility Mobile Application Management,Limited Company,-1,100,-1,-1,-1,-1.00,,-1.0
Verix,software,,2007,-1,-1,-1,-1,-1.00,,4.44
Vermont Information Processing,Route Accounting Software,ESOP,-1,200,-1,-1,-1,-1.00,,-1.0
Versant Object Database,,,-1,-1,-1,-1,-1,-1.00,,5.44
Versata,Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Versive,Machine Learning,Private,-1,50,-1,-1,-1,-1.00,,-1.0
Vertica,"Database management,Data warehousing",,-1,-1,-1,-1,-1,-1.00,,-1.0
Vesess,"Software industry,Software,Web development",Private,2004,-1,-1,-1,-1,-1.00,,5.15
Veveo,Conversational interfaces search and discovery,Private,-1,-1,-1,-1,-1,-1.00,,4.73
Vicarious,Artificial intelligence,Privately held,2010,-1,-1,-1,-1,-1.00,,5.39
Videology,Advertising and Software,Private,-1,300,-1,-1,-1,-1.00,,5.71
"View, Inc.",Smart glass,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Viralheat,,,-1,-1,-1,-1,-1,-1.00,,5.58
Virgin Hyperloop,High-speed rail,Private,-1,500,-1,-1,-1,-1.00,,-1.0
Virsa Systems,"Compliance,Compliance,software",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Virsto,Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"Virtu Financial, Inc.",Financial services,Public,-1,0,1878700000,-1,620200000,21.94,,-1.0
Virtual Iron,,,-1,-1,-1,-1,-1,-1.00,,-1.0
VirtualLogix Inc.,,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Virtuozzo,"Computer,software",Privately held company,-1,150,-1,-1,-1,-1.00,,-1.0
Virtusa Corporation,"Information technology,services",Public,-1,20001,1020000000,-1,34400000,49.88,,-1.0
Virtutech Inc.,Software Technology,Corporation,-1,0,-1,-1,-1,-1.00,,-1.0
'''Visotek Inc''',Photonics,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Vistagy,Computer Aided Design,,-1,-1,-1,-1,-1,-1.00,,-1.0
"Visualant, Inc.",,Public,-1,-1,-1,-1,-1,110.34,,-1.0
Vitech Corporation,Software consulting,Privately held company,1992,20,-1,-1,-1,-1.00,,-1.0
Vito Technology Inc.,Software development,,-1,-1,-1,-1,-1,-1.00,,-1.0
"Vitrue, Inc.","social media,publishing,software",,2006,-1,-1,-1,-1,-1.00,,-1.0
Vlingo,software,,-1,-1,-1,-1,-1,-1.00,,4.96
Vocus,Technology,Private,-1,1200,186900000,-1,-1,-1.00,,-1.0
Voxeet,Software,,-1,-1,-1,-1,-1,-1.00,,-1.0
Voxer,,Mobile voice communication,-1,-1,-1,-1,-1,-1.00,,-1.0
"Vuze, Inc.","Video,Video distribution",Private company,-1,-1,-1,-1,-1,-1.00,,-1.0
Vyond,,Private,2007,-1,-1,-1,-1,-1.00,,-1.0
"WANdisco, plc.","Big data,Cloud Computing,Configuration management,Software",Public,-1,180,-1,-1,-1,233.99,,-1.0
WSO2,Middleware,,2005,600,-1,-1,-1,-1.00,,-1.0
Walker Digital LLC,"Research and development,Research & Development",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Wanderu,"Travel,Technology",Privately held company,-1,-1,-1,-1,-1,-1.00,,-1.0
"Wasabi Technologies, Inc.",Cloud storage software,Private,2017,-1,-1,-1,-1,-1.00,,5.6
Wavii,,,-1,-1,-1,-1,-1,-1.00,,-1.0
WeRecoverData,,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
WeVideo,,Video editing,-1,-1,-1,-1,-1,-1.00,,-1.0
Web.com,,Private,1999,3500,1210000000,-1,-1,-1.00,,5.64
WebAssist.com Corporation,"Software industry,Software",Private,-1,20,-1,-1,-1,-1.00,,-1.0
Webline Communications,Computer networking,Division,-1,-1,-1,-1,-1,-1.00,,-1.0
Webroot Inc.,Computer software,Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
Webtrends,Web Analytics Digital Marketing,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"Anthem, Inc.",Managed health care,Public,-1,70600,104210000000,5990000000,4810000000,319.60,,-1.0
Wellspring,"Web-based software knowledge supply chain,technology",,2003,-1,-1,-1,-1,-1.00,,-1.0
WhatsApp,,,-1,-1,-1,-1,-1,-1.00,,7.08
WheelGroup,Computer networking,Division,-1,-1,-1,-1,-1,-1.00,,-1.0
Where's Weed,Cannabis technology company,,2011,-1,-1,-1,-1,-1.00,,5.09
Whitesmiths,,,-1,-1,-1,-1,-1,-1.00,,-1.0
Whitewater Group,Computer,Subsidiary of ,-1,-1,-1,-1,-1,-1.00,,-1.0
WibiData,Software development,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
WidePoint Corporation,"Technology,Telecommunications,Communications,Mobility Management,Identity Management",Public,-1,287,83700000,-1,-1,0.65,,-1.0
Widen,,,1948,-1,-1,-1,-1,-1.00,,5.59
Wikispaces,"Dot-com company,Dot-com",Private,-1,10,-1,-1,-1,-1.00,,5.71
"Wildfire Communications, Inc",Telecommunications,,-1,-1,-1,-1,-1,-1.00,,-1.0
Pragser Wildsee,,,-1,-1,-1,-1,-1,-1.00,,-1.0
"Willdan Group, Inc.",Business Support Services,Public,-1,0,272250000,12770000,10030000,30.73,,-1.0
CA Wily Technology,,,-1,-1,-1,-1,-1,-1.00,,6.24
Wind River Systems Inc.,,Private,-1,1800,359700000,-1,-1,-1.00,,-1.0
Windward Studios,software development,,-1,-1,-1,-1,-1,-1.00,,-1.0
Witlingo Inc.,"Voice SaaS Products and Solutions,date,May 2019}}",Privately held company,-1,-1,-1,-1,-1,-1.00,,-1.0
"Wolfram Research, Inc.","Computer software,Publishing,Research and Development",Private,-1,700,-1,-1,-1,-1.00,,-1.0
"Workday, Inc.","Cloud computing,Software",Public,-1,0,3630000000,146100000,127960000,110.34,,-1.0
Workfront,SaaS,Project management software,2001,671,-1,-1,-1,-1.00,,-1.0
WorkingPoint,"Internet,Software",Privately held,-1,10,-1,-1,-1,-1.00,,-1.0
Workiva Inc.,"Cloud computing,Computer software,Enterprise software",Public,-1,1421,298000000,-1,-1,68.77,,-1.0
workspace.com,Software,Privately held,-1,-1,-1,-1,-1,-1.00,,-1.0
World Software Corporation,Information Technology,Privately-Held Company,-1,-1,-1,-1,-1,-1.00,,4.71
Wrightsoft Corp.,,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Wrike,,,-1,-1,-1,-1,-1,-1.00,,6.52
"Write Brothers, Inc.",Software/Entertainment,Software Publisher,-1,-1,-1,-1,-1,-1.00,,-1.0
"XIM, Inc.","IT Services,Wireless,Services",Private,-1,300,-1,-1,-1,-1.00,,-1.0
"XStream Systems, Incorporated",Pharmaceutics,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
xTuple,"Software industry,Software",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Xactly Corporation,Software as a Service,Private,-1,500,-1,-1,-1,-1.00,,-1.0
Xangati,"Virtualization,Enterprise software",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"XebiaLabs, Inc.",Software development tools,Private,-1,150,-1,-1,-1,-1.00,,-1.0
"Xinuos, Inc.",Computer software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Xmarks,,,-1,-1,-1,-1,-1,-1.00,,-1.0
Xperi Holding Corporation,"Technology company,Technology",Public,-1,700,273300000,162200000,117000000,13.45,,-1.0
Xybernaut Corporation,,Technology,-1,-1,-1,-1,-1,-1.00,,-1.0
Yahoo!,,Web portal,-1,8600,5170000000,-1,-1,-1.00,,-1.0
Yalochat,"Artificial intelligence,chatbot,s services on,instant messaging,messaging,apps",,-1,-1,-1,-1,-1,-1.00,,4.81
Yap Inc.,Telecommunication,Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
Envestnet Yodlee,Financial,Subsidiary,1999,-1,-1,-1,-1,-1.00,,-1.0
"YouNoodle, Inc.",,,2010,-1,-1,-1,-1,-1.00,,-1.0
Yuku,,Hosted ,-1,-1,-1,-1,-1,-1.00,,-1.0
ZL Technologies,"Computer software,Electronic discovery,Records management,Regulatory compliance,compliance",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
zSpace,Augmented reality,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Zadara Storage,Storage as a service,,-1,-1,-1,-1,-1,-1.00,,-1.0
Zaloni,"Computer software,big data,Data analytics,big data analytics,dataOps,data management",,2007,200,-1,-1,-1,-1.00,,-1.0
Zango,Adware,Private,-1,100,-1,-1,-1,-1.00,,-1.0
Zello Inc,Mobile application development,Private,-1,41,-1,-1,-1,-1.00,,-1.0
Zend Technologies Ltd.,Software,Subsidiary,-1,-1,-1,-1,-1,-1.00,,-1.0
Zendesk,,Public,-1,3570,816000000,-1,-1,123.49,,6.71
"YourPeople, Inc.",Human resource management,,-1,-1,43500000,-1,-1,-1.00,,-1.0
MacKeeper,,,-1,-1,-1,-1,-1,-1.00,,-1.0
"ZeroC, Inc.",Software industry,Private,2002,-1,-1,-1,-1,-1.00,,5.24
ZeroFOX,Cyber Security,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
ZeroTurnaround AS,Software development tools,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Zerto Ltd.,"software,Computer software",,-1,-1,114400000,-1,-1,-1.00,,-1.0
Zeta Interactive Corp.,Digital marketing,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Zimperium,"Computer software,Security software,Mobile Security",Private,-1,-1,-1,-1,-1,-1.00,,-1.0
Zip2,,Private,1995,-1,-1,-1,-1,-1.00,,5.31
ZipBooks,,,-1,-1,-1,-1,-1,-1.00,,5.62
"Zoom Video Communications, Inc.",,Public,-1,2532,622000000,-1,21000000,496.73,https://zoom.us/about,7.52
Zoom Information Inc.,Software as a Service,Public,2007,1200,350000000,-1,-1,57.34,,-1.0
Zope,,Python,-1,-1,-1,-1,-1,-1.00,,-1.0
"Zscaler, Inc.","Network security,computer security,Internet security",Public,-1,1480,-1,-1,-1,150.07,,5.98
Zugara,"Technology,Software,Ecommerce",,-1,-1,-1,-1,-1,-1.00,,-1.0
"Zumobi, Inc",Mobile Media & Advertising,,-1,-1,-1,-1,-1,-1.00,,-1.0
"Zuora, Inc.",Enterprise software,Public,2007,1249,276100000,-1,38000000,110.34,,6.01
"zvelo, Inc.","Security software,security appliance,Internet security,network security",Private,-1,180,-1,-1,-1,-1.00,,-1.0
ZyLAB,Software,Private,-1,140,-1,-1,-1,-1.00,,-1.0
Zylog Systems Limited,"IT services,IT consulting",Public,-1,697,-1,-1,-1,5.87,,-1.0
"Zywave, Inc.",Software,Private,-1,-1,-1,-1,-1,-1.00,,-1.0
"Agilent Technologies, Inc.",,Public,-1,13500,5522000000,446000000,686000000,110.34,https://careers.agilent.com/graduates-students/,-1.0
Packaging Corporation of America,Packaging and containers,Public,-1,14600,-1,-1,-1,122.54,https://www.packagingcorp.com/employment,5.14
Incyte Corporation,pharmaceutical company,Public,-1,1456,1500000000,-1,-1,84.65,http://www.incyte.com/join-us/careers,-1.0
Carrier Global Corporation,"Heating,Ventilating,Air Conditioning,HVAC",Public,-1,53000,-1,-1,-1,97.16,https://www.carrier.com/carrier/en/worldwide/careers/,5.97
Rite Aid Corporation,Retail,Public,-1,53100,21640000000,139800000,422000000,10.16,https://careers.riteaid.com/,-1.0
American Airlines Group Inc.,Aviation,Public,2013,133700,45768000000,3065000000,1686000000,11.60,https://jobs.aa.com/,6.63
American Express Company,"Bank,ing,Financial services",Public,-1,64500,43556000000,8429000000,6759000000,98.11,https://careers.americanexpress.com/students/US,-1.0
"Lowe's Companies, Inc.",Retail,Public,-1,300000,72148000000,6314000000,4280999999,169.25,https://corporate.lowes.com/careers/students-grads,6.5
"Applied Materials, Inc.",Semiconductor,Public,-1,21000,17254100000,3870000000,3330000000,69.95,https://www.appliedmaterials.com/company/careers,-1.0
National Capital Region,,Region,-1,-1,-1,-1,-1,-1.00,https://www.ncr.com/careers,-1.0
"Advance Auto Parts, Inc.",Auto Parts Retail,Public,-1,70000,-1,-1,-1,156.43,https://www.advanceautoparts.jobs/,-1.0
