name,type,industry,revenue,hq_location,num_employees,founded,website,student_careers_url,index_name,stock_symbol,stock price
"Pano Logic, Inc.",Private,"software,Computer software",-1,,50,2006,,,Pano Logic,NA,-1.0
Panopto Inc.,Private,"Software,Computer software,blended learning,lecture recording",-1,,-1,2007,,,Panopto,NA,-1.0
Pantheon,Private,Computer software,-1,,100,-1,,,Pantheon (software),NA,-1.0
"ParAccel, Inc.",Subsidiary,"Data warehousing,Enterprise software,Database management,Business analytics",-1,,-1,-1,,,ParAccel,NA,-1.0
Paracomp,software,,-1,,-1,-1,,,Paracomp,NA,-1.0
Parallels,Subsidiary,"Platform virtualization,Virtualization",100000000,,800,-1,,,Parallels (company),NA,-1.0
ParaMind Brainstorming Software,,Software,-1,,-1,1980,,,Paramind,NA,-1.0
Parasoft,Private,"Computer software,Software testing",-1,,-1,1987,,,Parasoft,NA,-1.0
"'''Passport Software, Inc.'''",,Computer software,-1,,-1,-1,,,Passport Software,NA,-1.0
PathGuide Technologies,Private,Warehouse Management System,-1,,-1,-1,,,PathGuide Technologies,NA,-1.0
PathWave Design (formerly EEsof),,Electronic Design Automation Software,-1,,-1,-1,,,PathWave Design,NA,-1.0
"Patton Design, Inc.",,industrial,-1,"Irvine, California",-1,1983,https://www.pattondesign.com/,,Patton Design,NA,-1.0
Paxata,Private,Enterprise analytics software,-1,,-1,-1,,,Paxata,NA,-1.0
Peeple,,Home security,-1,,-1,-1,,,Peeple (company),NA,-1.0
PeerStream,Public,Computer software,-1,,-1,-1,,,PeerStream,NA,-1.0
Pegasystems Inc.,Public,Software,891600000,,5000,-1,,,Pegasystems,PEGA,123.69000244140625
PeopleDoc,Private,Human Resources Information Technology,-1,,240,2007,,,PeopleDoc,NA,-1.0
Perceptive Software,,"Enterprise Content Management,Document Management",-1,,900,-1,,,Perceptive Software,NA,-1.0
"Perforce Software, Inc.",Private,"Version control,software,application lifecycle management,repository management developer collaboration tools and,Agile software development,Agile planning,software",-1,,250,-1,,,Perforce,NA,-1.0
Performance Technologies Inc,Subsidiary,"Telecommunications network,Networking,and Communication Devices",-1,,115,-1,,,Performance Technologies,NA,-1.0
"PerkinElmer, Inc.",Public,Medtech,2300000000,,13000,-1,,,PerkinElmer,PKI,138.41000366210938
Permabit Technology Corporation,Private,Computer data storage,-1,,-1,-1,,,Permabit,NA,-1.0
PerspectX,,"animation,software",-1,"Ogden, Utah",-1,2002,,,PerspectX,NA,-1.0
Persystent Suite,Private,Computer software,-1,,-1,-1,www.utopicsoftware.com,,Persystent Software,NA,-1.0
Pertino,Privately held company,Software,-1,,-1,-1,,,Pertino,NA,-1.0
Pervasive Software Inc.,Subsidiary,"Software,RDBMS,Data Integration",47200000,,-1,-1,,,Pervasive Software,NA,-1.0
PharmaSecure,Private,anti-counterfeiting,-1,,25,2007,,,PharmaSecure,NA,-1.0
Phase2 International,,Software Development,-1,,-1,-1,,,Phase2 International (company),NA,-1.0
Phoenix Technologies Ltd.,Subsidiary,Software,-1,,300,-1,,,Phoenix Technologies,NA,-1.0
Phoseon Technology,Private,Technology,-1,,-1,-1,,,Phoseon Technology,NA,-1.0
Photodex Corporation,Private,,-1,,-1,-1,,,Photodex,NA,-1.0
Phreesia Inc.,Public,Health Care Information Technology,-1,,-1,-1,,,Phreesia,PHR,40.720001220703125
Piazza (web service),Private,"Education,SaaS",-1,,-1,-1,,,Piazza (web service),NA,-1.0
Picmonic,Medical education,,-1,,-1,-1,,,Picmonic,NA,-1.0
Ping Identity,Public,IT Software & Services,140100000,,968,-1,,,Ping Identity,PING,23.34000015258789
"Pingboard, Inc.",Private,"Organizational chart,Software",-1,,11,-1,,,Pingboard,NA,-1.0
"'''Pinnacle Systems, Inc.'''",Subsidiary,,-1,,-1,1986,,,Pinnacle Systems,NA,-1.0
Pioneer Corporation,Public,Consumer electronics,386682000000,,16763,1938,,,Pioneer Electronics (USA) Inc.,AAME,2.049999952316284
Pipedrive,Private,Software as a Service,-1,,600,-1,,,Pipedrive,NA,-1.0
"Pivotal Software, Inc.",Subsidiary,Computer software,-1,,2971,-1,pivotal.io,,Pivotal Software,NA,-1.0
Pixorial,,"cloud-based,software",-1,,-1,2007,,,Pixorial,NA,-1.0
"PlanGrid, Inc.",,Construction,-1,,-1,-1,,,PlanGrid,NA,-1.0
Planview,Privately held company,Software,-1,,900,-1,planview.com,,Planview,NA,-1.0
Plateau Systems,,Talent Management,-1,,350,-1,,,Plateau Systems,NA,-1.0
Platfora,,"Data analytics,Big Data Analytics",-1,,125,-1,,,Platfora,NA,-1.0
Plex,,,-1,,-1,-1,https://plex.tv/,,Plex (software),NA,-1.0
"Plex Systems, Inc.",,"Software industry,Software",-1,,-1,1995,http://www.plex.com/,,Plex Systems,NA,-1.0
Pluralsight,Public,"Software as a service,SaaS",-1,,1700,-1,,,Pluralsight,PS,19.0
PoliticIt,Private,Online service,-1,,50,-1,,,PoliticIt,NA,-1.0
Phil Fish,,,-1,,-1,-1,,,Polytron,NA,-1.0
Portal A,Independent,Media Development and Production,-1,,53,-1,,,Portal A Interactive,NA,-1.0
"Portalarium, Inc.",Private,"Video game industry,Video games,Social network service,Social networking",-1,,-1,-1,,,Portalarium,NA,-1.0
"PreSonus Audio Electronics, Inc.",,"Music technology,Music Technology,Music software,Music Software,Professional audio,Professional Audio",-1,,-1,1995,https://www.presonus.com,,PreSonus,NA,-1.0
Precise Software Solutions,Private,Computer software,-1,,-1,-1,,,Precise Software,NA,-1.0
Precision Manuals Development Group,Software Developer,"Flight Simulator,Software",-1,,8,-1,,,Precision Manuals Development Group,NA,-1.0
PrecisionHawk,Private,"Unmanned aerial vehicle,UAV Systems,Aerial survey,Aerial Survey",-1,,-1,-1,,,PrecisionHawk,NA,-1.0
Predixion Software,Subsidiary,Predictive Analytics Software,-1,,-1,2009,,,Predixion Software,NA,-1.0
PrepMe LLC,Test preparation,"Internet,Education",-1,,-1,-1,,,PrepMe,NA,-1.0
"Prime Computer, Inc.",Public,,-1,,-1,-1,,,Prime Computer,AAN,57.34000015258789
Pristine.io,Private,"Telepresence,Videoconferencing",-1,,20,-1,,,Pristine (company),NA,-1.0
PrivateCore,Private,Encryption,-1,,-1,-1,,,PrivateCore,NA,-1.0
Procore Technologies,Private,Construction Software,289200000,,1600,2003,http://www.procore.com/,,Procore,NA,-1.0
ProductCenter,,,-1,,-1,-1,[http://www.softechgroupinc.com/plm ProductCenter Website],,ProductCenter,NA,-1.0
"ProfitKey International, Inc.",Private,Software,-1,,-1,-1,,,ProfitKey International,NA,-1.0
Proginet Corporation,Subsidiary,Enterprise Software,-1,,-1,-1,,,Proginet,NA,-1.0
Progress Software,Public,Computer software,397600000,,1500,-1,,,Progress Software,PRGS,39.16999816894531
"Prolexic Technologies, now part of Akamai",Subsidiary,"Information Technology,Information Technology & Services",-1,,-1,-1,,,Prolexic Technologies,NA,-1.0
ProofPilot,SaaS Company,"Research,Software as a service,Social Media,Healthcare",-1,,-1,-1,,,ProofPilot,NA,-1.0
"Proofpoint Systems, Inc.",Private,Cloud computing,-1,,-1,-1,,,"Proofpoint Systems, Inc.",NA,-1.0
"Proofpoint, Inc.",Public,Security software,888200000,,3368,-1,,,"Proofpoint, Inc.",PFPT,99.23999786376953
Proxicom,Private,Automotive Financial Services Retail & Consumer Goods Healthcare Technology & Media Government Energy & Utilities and Industrial Materials & Goods,-1,,-1,-1,,,Proxicom,NA,-1.0
Publicis Sapient,Public,Consumer Products,1305000000,,20000,-1,,,Publicis Sapient,NA,-1.0
PumpLinx,,,-1,,-1,-1,[http://www.simerics.com/pumplinx_software.html PumpLinx Software],,Pumplinx,NA,-1.0
Punchbowl.com,Private,Online invitations software,-1,,-1,-1,,,Punchbowl.com,NA,-1.0
Pypestream,,Enterprise Artificial Intelligence,-1,,-1,2015,,,Pypestream,NA,-1.0
Pyze,Private,"Software as a service,Saas,Monetization",-1,"Redwood City, California",-1,2013,[https://pyze.com/ pyze.com],,Pyze,NA,-1.0
Q-Sensei Corp.,Private company,"Information technology,Search-based applications,Search engine technology,Search technology",-1,,-1,-1,,,Q-Sensei,NA,-1.0
QAD Inc.,Public,Computer software,-1,,1950,-1,,,QAD Inc.,QADA,45.29999923706055
QC Ware,,Quantum Computing,-1,,-1,2014,,,QC Ware,NA,-1.0
QIAGEN Silicon Valley,,software,-1,"Redwood City, California",-1,2003,https://www.qiagen.com/us/,,QIAGEN Silicon Valley,NA,-1.0
"Qarbon.com, Inc.",Private,Computer software,-1,,-1,-1,,,Qarbon,NA,-1.0
Qlik,Private,"Business Intelligence,Business Analysis,Software Company",750000000,,2500,-1,,,Qlik,NA,-1.0
Quake Global,Private,Technology Telecommunications Location Intelligence,26200000,,-1,-1,,,Quake Global,NA,-1.0
Qualtrics International Inc.,Subsidiary,Experience management,-1,,3000,-1,,,Qualtrics,NA,-1.0
"Qualys, Inc.",Public,"CyberSecurity Company,Network Security,IT Security,Information Security",321600000,,0,-1,qualys.com,,Qualys,QLYS,94.12999725341797
"Quantapoint, Inc.",Private,"Laser scanning,3D Laser Scanning,Technology and Services",-1,,70,-1,,,Quantapoint,NA,-1.0
Quantum3D,,computer graphics,-1,,90,-1,,,Quantum3D,NA,-1.0
QuantumScape,private company,"Electric battery,Electric batteries",-1,,200,-1,,,QuantumScape,NA,-1.0
Quark,Private company,Computer software,-1,,-1,-1,,,Quark (company),NA,-1.0
Quest AppAssure,Private,Software,-1,,-1,-1,,,Quest AppAssure,NA,-1.0
Quest KACE,Private,Software,-1,,-1,-1,,,Quest KACE,NA,-1.0
Quest Software Inc,Private,Software,-1,,-1,-1,[http://www.quest.com www.quest.com],,Quest Software,NA,-1.0
"Quest Visual, Inc.",Private,Translation software,-1,,4,-1,,,Quest Visual,NA,-1.0
"QuickBase, Inc.",Private,"Platform as a service,Digital transformation,Enterprise Software",-1,,314,1999,,,"QuickBase, Inc.",NA,-1.0
Quid Inc.,Private,,-1,,125,-1,,,Quid Inc.,NA,-1.0
"QxBranch, Inc.",Privately held company,Computer software,-1,,15,-1,,,QxBranch,NA,-1.0
REC Solar,Private,Solar Energy,-1,,125,-1,,,REC Solar,NA,-1.0
RSA Security LLC,Independent,Network Security and Authentication,-1,,2700,-1,,,RSA Security,NA,-1.0
"RW3 Technologies, Inc.",Privately held company,"Software,SaaS,consumer packaged goods",-1,,45,1992,,,RW3 Technologies,NA,-1.0
RadView Software,Public,"computer software,Software,Load testing",-1,,-1,-1,,,RadView Software,AMSWA,16.09000015258789
Radiant Logic,Private,"Software,Computer software",-1,,-1,-1,,,Radiant Logic,NA,-1.0
RCS,Private,Broadcast automation,-1,,-1,-1,,,Radio Computing Services,NA,-1.0
Radius,,Enterprise software,-1,,-1,-1,,,Radius (software company),NA,-1.0
Railinc Corporation,Private,"Software as a service,Data as a service",-1,,-1,-1,,,Railinc Corporation,NA,-1.0
Raima Sen,,,-1,,-1,-1,,,Raima,NA,-1.0
RainStor,Private,"Information Technology,Software",-1,,-1,-1,,,RainStor,NA,-1.0
Raindance Communications,"Subsidiary, private company","Telecommunication,s software and services",-1,,-1,-1,,,Raindance Communications,NA,-1.0
RallyPoint,Private,"Professional network service,Professional Networking",-1,,-1,-1,,,RallyPoint,NA,-1.0
Range Networks,,Telecommunications,-1,,30,-1,,,Range Networks,NA,-1.0
RapidSOS,Startup Company,Public Safety Software,-1,,-1,-1,,,RapidSOS,NA,-1.0
"Raxco Software, Inc.",,Software,-1,,-1,1978,http://www.raxco.com,,Raxco,NA,-1.0
Ray Dream Studio,,,-1,,-1,-1,,,"Ray Dream, Inc.",NA,-1.0
Raz-Lee Security,Private,Computer Software,-1,,-1,-1,,,Raz-Lee,NA,-1.0
"RazorThreat, Inc.",Private,"Network Security,Cyber Security",-1,,-1,-1,,,RazorThreat,NA,-1.0
ReServe Interactive,,Software,-1,,-1,-1,,,ReServe Interactive,NA,-1.0
Reaction Design,Privately held company,,-1,,0,-1,,,Reaction Design,NA,-1.0
Ready4,Private,,-1,,55,-1,,,Ready4,NA,-1.0
"RealNetworks, Inc.",Public,Software,-1,,1060,-1,,,RealNetworks,RNWK,1.2599999904632568
RealPage,,,-1,,-1,-1,,,RealPage,NA,-1.0
Recommind Inc.,Incorporated,"Information technology,Information access,Software,Legal technology",-1,,-1,-1,,,Recommind,NA,-1.0
Recondo Technology,Private,Software Technology,-1,,135,-1,,,Recondo Technology,NA,-1.0
"Recorded Future, Inc.",Privately Held,Cybersecurity,-1,,450,-1,,,Recorded Future,NA,-1.0
Recourse Technologies,Subsidiary of ,Computer,-1,,-1,-1,,,Recourse Technologies,NA,-1.0
Red Bend Software,Private,"Software,Communication systems,Information Technology",-1,,-1,-1,,,Red Bend Software,NA,-1.0
"Red Cedar Technology, Inc.",Private,"Multidisciplinary design optimization,Design Optimization,Computer-aided engineering,Software",-1,,-1,-1,,,Red Cedar Technology,NA,-1.0
"Red Hat, Inc.",Strategic Business Unit,Computer software,3400000000,,13400,1993,https://www.redhat.com,,Red Hat,NA,-1.0
Red Touch Media,,"Content Management,Delivery,Distribution",-1,,60,-1,,,Red Touch Media,NA,-1.0
Red Wing Software,,,-1,,-1,1979,,,Red Wing Software,NA,-1.0
"Redcort Software, Inc.",Private,Software,-1,,-1,-1,,,Redcort Software,NA,-1.0
"Rediker Software, Inc.",Private,,-1,,-1,-1,,,Rediker Software,NA,-1.0
RemObjects Software,Private company,Tools for Software Developers,-1,,-1,-1,,,RemObjects Software,NA,-1.0
Remedy Corporation,Subsidiary,Computer software,-1,,-1,-1,,,Remedy Corporation,NA,-1.0
Remember The Milk Inc.,,,-1,,-1,-1,www.rememberthemilk.com,,Remember the Milk,NA,-1.0
RenderX,Private,Software development,-1,,-1,-1,,,RenderX,NA,-1.0
Replay Solutions,Private,Computer software,-1,,35,-1,,,Replay Solutions,NA,-1.0
RepliWeb Inc.,Private,"software,Computer Software",-1,,-1,-1,,,RepliWeb,NA,-1.0
Research Frontiers Inc.,Public,Nanotechnology,-1,,-1,-1,,,Research Frontiers,AAN,57.34000015258789
"RSi, Retail Solutions Inc",,software,-1,,400,-1,,,Retail Solutions Inc.,NA,-1.0
"RetailMeNot, Inc.",Subsidiary,"Coupon,Online coupons",249100000,,500,-1,,,RetailMeNot,NA,-1.0
"Retina-X Studios, LLC.",Limited liability company,Software,-1,,-1,-1,,,Retina-X Studios,NA,-1.0
Revel Systems,,,-1,,-1,-1,,,Revel Systems,NA,-1.0
Revolution Analytics,Subsidiary,Statistical software,-1,,-1,-1,http://revolutionanalytics.com,,Revolution Analytics,NA,-1.0
Revolution Prep,Test preparation,"Internet,Education,Tutoring",-1,,-1,-1,,,Revolution Prep,NA,-1.0
rewardStyle,,Internet technology,-1,Dallas Texas,250,-1,rewardstyle.com,,RewardStyle,NA,-1.0
The Reynolds and Reynolds Company,Private,,-1,,-1,1866,reyrey.com,,Reynolds and Reynolds,NA,-1.0
RhythmOne plc,Public,Internet services,-1,,525,-1,,,RhythmOne,RH,389.44000244140625
RightSignature,Private,,-1,,-1,-1,,,RightSignature,NA,-1.0
Ripcord Networks,,voice and video cryptographic security company,-1,"San Mateo, California",-1,2003,,,Ripcord Networks,NA,-1.0
"Ripple Labs, Inc.",Private,Computer software,-1,,548,-1,,,Ripple Labs,NA,-1.0
"RiskIQ, Inc.",,,-1,,-1,2009,http://www.riskiq.com,,RiskIQ,NA,-1.0
Riverbank Laboratories,,,-1,,-1,-1,http://riverbank.alionscience.com,,Riverbank Laboratories,NA,-1.0
Rocket Software Inc.,Private,Computer software,-1,,1400,-1,,,Rocket Software,NA,-1.0
Rocketium Technologies Pvt. Ltd.,Private,Video Editing and Video Marketing,-1,,-1,2015,rocketium.com,,Rocketium,NA,-1.0
"Rogue Wave Software, Inc.",Subsidiary,,-1,,-1,-1,,,Rogue Wave Software,NA,-1.0
"Roper Technologies, Inc.",Public,"Conglomerate,Conglomerate",3238128000,,14236,-1,,https://www.ropertech.com/,Roper Technologies,ROP,386.0
Rosetta Stone Inc.,Public,Software development,264600000,,1375,-1,,,Rosetta Stone (company),NA,-1.0
Roxio,Subsidiary,Software,-1,,500,-1,,,Roxio,NA,-1.0
"Rubicon Technologies, LLC",Private,"Waste Management,Recycling,Smart city,Smart Cities",-1,,-1,-1,http://rubicon.com,,Rubicon Technology,NA,-1.0
RxAll Inc.,Private,Medical Technology,-1,United States,-1,2016,[https://www.rxall.net/about-us www.rxall.net/about-us]<br/>[https://rxalldelivered.com/ rxalldelivered.com],,RxAll Inc.,NA,-1.0
SAP Ariba,Subsidiary,Internet Software & Services,335100000,,3636,-1,,,SAP Ariba,NA,-1.0
SAP Concur,Subsidiary,Software,-1,,4600,-1,,,SAP Concur,NA,-1.0
SuccessFactors Inc.,Subsidiary,Computer software,-1,,1447,-1,,,SAP SuccessFactors,NA,-1.0
SAS Institute Inc.,Private,Software,3100000000,,13939,-1,,,SAS Institute,NA,-1.0
SCVNGR,,,-1,,60,-1,,,SCVNGR,NA,-1.0
Seven Network,,,-1,,-1,-1,[https://7plus.com.au/ 7plus.com.au],,SEVEN Networks,NA,-1.0
SIOS Technology Corp.,Privately Held,,-1,,-1,1999,us.sios.com,,SIOS Technology Corp.,NA,-1.0
SLI Systems,Acquired,"Software,eCommerce",-1,,-1,-1,,,SLI Systems,NA,-1.0
"SPS Commerce, Inc.",Public,Technology – application software,-1,,1217,-1,,,SPS Commerce,SPSC,91.66000366210938
SPSS Inc.,Public,Software,-1,"Chicago, IL",-1,1968,,,SPSS Inc.,A,110.33999633789062
SS&C Advent,Subsidiary,Application software,-1,,1209,-1,,,SS&C Advent,NA,-1.0
"SS&C Technologies, Inc.",Public,"Financial Technology,Software,Software Products",6360000000,,22600,-1,,https://www.ssctech.com/about-us/careers/recent-graduates,SS&C Technologies,SSNC,64.94000244140625
ST Robotics,,manufacturing,-1,"Cambridge, England",-1,1981,,,ST Robotics,NA,-1.0
SWsoft,Privately held company,"Computer,software",-1,,900,-1,,,SWsoft,NA,-1.0
"SafeNet, Inc.",Private,Information security,-1,,1600,-1,,,SafeNet,NA,-1.0
"Sage Intacct, Inc",Subsidiary,Software,-1,,-1,-1,,,Sage Intacct,NA,-1.0
"salesforce.com, inc.",Public,"Cloud computing,Software",17100000000,,49000,-1,salesforce.com,,Salesforce,CRM,260.2200012207031
Salesforce Marketing Cloud,,Marketing automation,292300000,,1800,-1,,,Salesforce Marketing Cloud,NA,-1.0
SalesforceIQ,,Customer Relationship Management,-1,,128,-1,,,SalesforceIQ,NA,-1.0
"SALVAGEDATA Recovery, Inc.",Private,"Data Recovery,digital forensics,Digital Forensics,eDiscovery",-1,,-1,2003,https://www.salvagedata.com/,,SalvageData,NA,-1.0
Sanctuary,Private,Astrology,-1,,-1,-1,https://sanctuaryworld.co,,Sanctuary (app),NA,-1.0
Sansar,,,-1,,-1,-1,sansar.com,,Sansar (video game),NA,-1.0
Sarnoff Corporation,Private,"Science,Technology,Software,Electronics,Computer hardware,Information technology consulting,IT consulting",-1,,-1,-1,,,Sarnoff Corporation,NA,-1.0
Sauce Labs,Enterprise software,Software industry,-1,,-1,2008,,,Sauce Labs,NA,-1.0
"Sawtooth Software, Inc.",Private,Research Software,-1,,-1,-1,,,Sawtooth Software,NA,-1.0
Scaleform Corporation,Subsidiary,"Video game industry,Video games",-1,,30,-1,,,Scaleform Corporation,NA,-1.0
Scality,Private,"Information technology,Computer data storage,data storage",-1,,210,-1,,,Scality,NA,-1.0
"Scalyr, Inc.",Privately held company,Enterprise software,-1,,-1,-1,,,Scalyr,NA,-1.0
SA International,Private,Computer software,-1,,-1,-1,,,Scanvec Amiable FlexiSign,NA,-1.0
Scenechronize,,software,-1,"San Francisco, California",-1,2003,,,Scenechronize,NA,-1.0
SciTegic,,software,-1,San Diego,-1,1999,,,SciTegic,NA,-1.0
Scientific Computer Applications Inc.,Private company,Scientific Software,-1,,-1,-1,,,Scientific Computer Applications,NA,-1.0
Seagate Technology PLC,Public limited company,"Computer data storage,Computer storage",10358000000,"Cupertino, California Dublin Ireland",41000,-1,,,Seagate Software,STX,52.75
"Sealevel Systems, Inc.",Private,Hardware & software,-1,,-1,-1,http://www.sealevel.com/,,Sealevel Systems,NA,-1.0
Search Technologies Corp.,Private,"Information technology,Information access",-1,,-1,-1,,,Search Technologies,NA,-1.0
SearchFox,Privately held company,software,-1,"Sunnyvale, California",-1,-1,,,SearchFox,NA,-1.0
"Securus Technologies, Inc.",Private,"Corrections,telecommunications",-1,,1000,1986,securustech.net,,Securus Technologies,NA,-1.0
